year,round,driver,drivernumber,lap_number,tyre_compound
2024,1,VER,1,1.0,SOFT
2024,1,VER,1,2.0,SOFT
2024,1,VER,1,3.0,SOFT
2024,1,VER,1,4.0,SOFT
2024,1,VER,1,5.0,SOFT
2024,1,VER,1,6.0,SOFT
2024,1,VER,1,7.0,SOFT
2024,1,VER,1,8.0,SOFT
2024,1,VER,1,9.0,SOFT
2024,1,VER,1,10.0,SOFT
2024,1,VER,1,11.0,SOFT
2024,1,VER,1,12.0,SOFT
2024,1,VER,1,13.0,SOFT
2024,1,VER,1,14.0,SOFT
2024,1,VER,1,15.0,SOFT
2024,1,VER,1,16.0,SOFT
2024,1,VER,1,17.0,SOFT
2024,1,VER,1,18.0,HARD
2024,1,VER,1,19.0,HARD
2024,1,VER,1,20.0,HARD
2024,1,VER,1,21.0,HARD
2024,1,VER,1,22.0,HARD
2024,1,VER,1,23.0,HARD
2024,1,VER,1,24.0,HARD
2024,1,VER,1,25.0,HARD
2024,1,VER,1,26.0,HARD
2024,1,VER,1,27.0,HARD
2024,1,VER,1,28.0,HARD
2024,1,VER,1,29.0,HARD
2024,1,VER,1,30.0,HARD
2024,1,VER,1,31.0,HARD
2024,1,VER,1,32.0,HARD
2024,1,VER,1,33.0,HARD
2024,1,VER,1,34.0,HARD
2024,1,VER,1,35.0,HARD
2024,1,VER,1,36.0,HARD
2024,1,VER,1,37.0,HARD
2024,1,VER,1,38.0,SOFT
2024,1,VER,1,39.0,SOFT
2024,1,VER,1,40.0,SOFT
2024,1,VER,1,41.0,SOFT
2024,1,VER,1,42.0,SOFT
2024,1,VER,1,43.0,SOFT
2024,1,VER,1,44.0,SOFT
2024,1,VER,1,45.0,SOFT
2024,1,VER,1,46.0,SOFT
2024,1,VER,1,47.0,SOFT
2024,1,VER,1,48.0,SOFT
2024,1,VER,1,49.0,SOFT
2024,1,VER,1,50.0,SOFT
2024,1,VER,1,51.0,SOFT
2024,1,VER,1,52.0,SOFT
2024,1,VER,1,53.0,SOFT
2024,1,VER,1,54.0,SOFT
2024,1,VER,1,55.0,SOFT
2024,1,VER,1,56.0,SOFT
2024,1,VER,1,57.0,SOFT
2024,1,PER,11,1.0,SOFT
2024,1,PER,11,2.0,SOFT
2024,1,PER,11,3.0,SOFT
2024,1,PER,11,4.0,SOFT
2024,1,PER,11,5.0,SOFT
2024,1,PER,11,6.0,SOFT
2024,1,PER,11,7.0,SOFT
2024,1,PER,11,8.0,SOFT
2024,1,PER,11,9.0,SOFT
2024,1,PER,11,10.0,SOFT
2024,1,PER,11,11.0,SOFT
2024,1,PER,11,12.0,SOFT
2024,1,PER,11,13.0,HARD
2024,1,PER,11,14.0,HARD
2024,1,PER,11,15.0,HARD
2024,1,PER,11,16.0,HARD
2024,1,PER,11,17.0,HARD
2024,1,PER,11,18.0,HARD
2024,1,PER,11,19.0,HARD
2024,1,PER,11,20.0,HARD
2024,1,PER,11,21.0,HARD
2024,1,PER,11,22.0,HARD
2024,1,PER,11,23.0,HARD
2024,1,PER,11,24.0,HARD
2024,1,PER,11,25.0,HARD
2024,1,PER,11,26.0,HARD
2024,1,PER,11,27.0,HARD
2024,1,PER,11,28.0,HARD
2024,1,PER,11,29.0,HARD
2024,1,PER,11,30.0,HARD
2024,1,PER,11,31.0,HARD
2024,1,PER,11,32.0,HARD
2024,1,PER,11,33.0,HARD
2024,1,PER,11,34.0,HARD
2024,1,PER,11,35.0,HARD
2024,1,PER,11,36.0,HARD
2024,1,PER,11,37.0,SOFT
2024,1,PER,11,38.0,SOFT
2024,1,PER,11,39.0,SOFT
2024,1,PER,11,40.0,SOFT
2024,1,PER,11,41.0,SOFT
2024,1,PER,11,42.0,SOFT
2024,1,PER,11,43.0,SOFT
2024,1,PER,11,44.0,SOFT
2024,1,PER,11,45.0,SOFT
2024,1,PER,11,46.0,SOFT
2024,1,PER,11,47.0,SOFT
2024,1,PER,11,48.0,SOFT
2024,1,PER,11,49.0,SOFT
2024,1,PER,11,50.0,SOFT
2024,1,PER,11,51.0,SOFT
2024,1,PER,11,52.0,SOFT
2024,1,PER,11,53.0,SOFT
2024,1,PER,11,54.0,SOFT
2024,1,PER,11,55.0,SOFT
2024,1,PER,11,56.0,SOFT
2024,1,PER,11,57.0,SOFT
2024,1,SAI,55,1.0,SOFT
2024,1,SAI,55,2.0,SOFT
2024,1,SAI,55,3.0,SOFT
2024,1,SAI,55,4.0,SOFT
2024,1,SAI,55,5.0,SOFT
2024,1,SAI,55,6.0,SOFT
2024,1,SAI,55,7.0,SOFT
2024,1,SAI,55,8.0,SOFT
2024,1,SAI,55,9.0,SOFT
2024,1,SAI,55,10.0,SOFT
2024,1,SAI,55,11.0,SOFT
2024,1,SAI,55,12.0,SOFT
2024,1,SAI,55,13.0,SOFT
2024,1,SAI,55,14.0,SOFT
2024,1,SAI,55,15.0,HARD
2024,1,SAI,55,16.0,HARD
2024,1,SAI,55,17.0,HARD
2024,1,SAI,55,18.0,HARD
2024,1,SAI,55,19.0,HARD
2024,1,SAI,55,20.0,HARD
2024,1,SAI,55,21.0,HARD
2024,1,SAI,55,22.0,HARD
2024,1,SAI,55,23.0,HARD
2024,1,SAI,55,24.0,HARD
2024,1,SAI,55,25.0,HARD
2024,1,SAI,55,26.0,HARD
2024,1,SAI,55,27.0,HARD
2024,1,SAI,55,28.0,HARD
2024,1,SAI,55,29.0,HARD
2024,1,SAI,55,30.0,HARD
2024,1,SAI,55,31.0,HARD
2024,1,SAI,55,32.0,HARD
2024,1,SAI,55,33.0,HARD
2024,1,SAI,55,34.0,HARD
2024,1,SAI,55,35.0,HARD
2024,1,SAI,55,36.0,HARD
2024,1,SAI,55,37.0,HARD
2024,1,SAI,55,38.0,HARD
2024,1,SAI,55,39.0,HARD
2024,1,SAI,55,40.0,HARD
2024,1,SAI,55,41.0,HARD
2024,1,SAI,55,42.0,HARD
2024,1,SAI,55,43.0,HARD
2024,1,SAI,55,44.0,HARD
2024,1,SAI,55,45.0,HARD
2024,1,SAI,55,46.0,HARD
2024,1,SAI,55,47.0,HARD
2024,1,SAI,55,48.0,HARD
2024,1,SAI,55,49.0,HARD
2024,1,SAI,55,50.0,HARD
2024,1,SAI,55,51.0,HARD
2024,1,SAI,55,52.0,HARD
2024,1,SAI,55,53.0,HARD
2024,1,SAI,55,54.0,HARD
2024,1,SAI,55,55.0,HARD
2024,1,SAI,55,56.0,HARD
2024,1,SAI,55,57.0,HARD
2024,1,LEC,16,1.0,SOFT
2024,1,LEC,16,2.0,SOFT
2024,1,LEC,16,3.0,SOFT
2024,1,LEC,16,4.0,SOFT
2024,1,LEC,16,5.0,SOFT
2024,1,LEC,16,6.0,SOFT
2024,1,LEC,16,7.0,SOFT
2024,1,LEC,16,8.0,SOFT
2024,1,LEC,16,9.0,SOFT
2024,1,LEC,16,10.0,SOFT
2024,1,LEC,16,11.0,SOFT
2024,1,LEC,16,12.0,HARD
2024,1,LEC,16,13.0,HARD
2024,1,LEC,16,14.0,HARD
2024,1,LEC,16,15.0,HARD
2024,1,LEC,16,16.0,HARD
2024,1,LEC,16,17.0,HARD
2024,1,LEC,16,18.0,HARD
2024,1,LEC,16,19.0,HARD
2024,1,LEC,16,20.0,HARD
2024,1,LEC,16,21.0,HARD
2024,1,LEC,16,22.0,HARD
2024,1,LEC,16,23.0,HARD
2024,1,LEC,16,24.0,HARD
2024,1,LEC,16,25.0,HARD
2024,1,LEC,16,26.0,HARD
2024,1,LEC,16,27.0,HARD
2024,1,LEC,16,28.0,HARD
2024,1,LEC,16,29.0,HARD
2024,1,LEC,16,30.0,HARD
2024,1,LEC,16,31.0,HARD
2024,1,LEC,16,32.0,HARD
2024,1,LEC,16,33.0,HARD
2024,1,LEC,16,34.0,HARD
2024,1,LEC,16,35.0,HARD
2024,1,LEC,16,36.0,HARD
2024,1,LEC,16,37.0,HARD
2024,1,LEC,16,38.0,HARD
2024,1,LEC,16,39.0,HARD
2024,1,LEC,16,40.0,HARD
2024,1,LEC,16,41.0,HARD
2024,1,LEC,16,42.0,HARD
2024,1,LEC,16,43.0,HARD
2024,1,LEC,16,44.0,HARD
2024,1,LEC,16,45.0,HARD
2024,1,LEC,16,46.0,HARD
2024,1,LEC,16,47.0,HARD
2024,1,LEC,16,48.0,HARD
2024,1,LEC,16,49.0,HARD
2024,1,LEC,16,50.0,HARD
2024,1,LEC,16,51.0,HARD
2024,1,LEC,16,52.0,HARD
2024,1,LEC,16,53.0,HARD
2024,1,LEC,16,54.0,HARD
2024,1,LEC,16,55.0,HARD
2024,1,LEC,16,56.0,HARD
2024,1,LEC,16,57.0,HARD
2024,1,RUS,63,1.0,SOFT
2024,1,RUS,63,2.0,SOFT
2024,1,RUS,63,3.0,SOFT
2024,1,RUS,63,4.0,SOFT
2024,1,RUS,63,5.0,SOFT
2024,1,RUS,63,6.0,SOFT
2024,1,RUS,63,7.0,SOFT
2024,1,RUS,63,8.0,SOFT
2024,1,RUS,63,9.0,SOFT
2024,1,RUS,63,10.0,SOFT
2024,1,RUS,63,11.0,SOFT
2024,1,RUS,63,12.0,HARD
2024,1,RUS,63,13.0,HARD
2024,1,RUS,63,14.0,HARD
2024,1,RUS,63,15.0,HARD
2024,1,RUS,63,16.0,HARD
2024,1,RUS,63,17.0,HARD
2024,1,RUS,63,18.0,HARD
2024,1,RUS,63,19.0,HARD
2024,1,RUS,63,20.0,HARD
2024,1,RUS,63,21.0,HARD
2024,1,RUS,63,22.0,HARD
2024,1,RUS,63,23.0,HARD
2024,1,RUS,63,24.0,HARD
2024,1,RUS,63,25.0,HARD
2024,1,RUS,63,26.0,HARD
2024,1,RUS,63,27.0,HARD
2024,1,RUS,63,28.0,HARD
2024,1,RUS,63,29.0,HARD
2024,1,RUS,63,30.0,HARD
2024,1,RUS,63,31.0,HARD
2024,1,RUS,63,32.0,HARD
2024,1,RUS,63,33.0,HARD
2024,1,RUS,63,34.0,HARD
2024,1,RUS,63,35.0,HARD
2024,1,RUS,63,36.0,HARD
2024,1,RUS,63,37.0,HARD
2024,1,RUS,63,38.0,HARD
2024,1,RUS,63,39.0,HARD
2024,1,RUS,63,40.0,HARD
2024,1,RUS,63,41.0,HARD
2024,1,RUS,63,42.0,HARD
2024,1,RUS,63,43.0,HARD
2024,1,RUS,63,44.0,HARD
2024,1,RUS,63,45.0,HARD
2024,1,RUS,63,46.0,HARD
2024,1,RUS,63,47.0,HARD
2024,1,RUS,63,48.0,HARD
2024,1,RUS,63,49.0,HARD
2024,1,RUS,63,50.0,HARD
2024,1,RUS,63,51.0,HARD
2024,1,RUS,63,52.0,HARD
2024,1,RUS,63,53.0,HARD
2024,1,RUS,63,54.0,HARD
2024,1,RUS,63,55.0,HARD
2024,1,RUS,63,56.0,HARD
2024,1,RUS,63,57.0,HARD
2024,1,NOR,4,1.0,SOFT
2024,1,NOR,4,2.0,SOFT
2024,1,NOR,4,3.0,SOFT
2024,1,NOR,4,4.0,SOFT
2024,1,NOR,4,5.0,SOFT
2024,1,NOR,4,6.0,SOFT
2024,1,NOR,4,7.0,SOFT
2024,1,NOR,4,8.0,SOFT
2024,1,NOR,4,9.0,SOFT
2024,1,NOR,4,10.0,SOFT
2024,1,NOR,4,11.0,SOFT
2024,1,NOR,4,12.0,SOFT
2024,1,NOR,4,13.0,SOFT
2024,1,NOR,4,14.0,HARD
2024,1,NOR,4,15.0,HARD
2024,1,NOR,4,16.0,HARD
2024,1,NOR,4,17.0,HARD
2024,1,NOR,4,18.0,HARD
2024,1,NOR,4,19.0,HARD
2024,1,NOR,4,20.0,HARD
2024,1,NOR,4,21.0,HARD
2024,1,NOR,4,22.0,HARD
2024,1,NOR,4,23.0,HARD
2024,1,NOR,4,24.0,HARD
2024,1,NOR,4,25.0,HARD
2024,1,NOR,4,26.0,HARD
2024,1,NOR,4,27.0,HARD
2024,1,NOR,4,28.0,HARD
2024,1,NOR,4,29.0,HARD
2024,1,NOR,4,30.0,HARD
2024,1,NOR,4,31.0,HARD
2024,1,NOR,4,32.0,HARD
2024,1,NOR,4,33.0,HARD
2024,1,NOR,4,34.0,HARD
2024,1,NOR,4,35.0,HARD
2024,1,NOR,4,36.0,HARD
2024,1,NOR,4,37.0,HARD
2024,1,NOR,4,38.0,HARD
2024,1,NOR,4,39.0,HARD
2024,1,NOR,4,40.0,HARD
2024,1,NOR,4,41.0,HARD
2024,1,NOR,4,42.0,HARD
2024,1,NOR,4,43.0,HARD
2024,1,NOR,4,44.0,HARD
2024,1,NOR,4,45.0,HARD
2024,1,NOR,4,46.0,HARD
2024,1,NOR,4,47.0,HARD
2024,1,NOR,4,48.0,HARD
2024,1,NOR,4,49.0,HARD
2024,1,NOR,4,50.0,HARD
2024,1,NOR,4,51.0,HARD
2024,1,NOR,4,52.0,HARD
2024,1,NOR,4,53.0,HARD
2024,1,NOR,4,54.0,HARD
2024,1,NOR,4,55.0,HARD
2024,1,NOR,4,56.0,HARD
2024,1,NOR,4,57.0,HARD
2024,1,HAM,44,1.0,SOFT
2024,1,HAM,44,2.0,SOFT
2024,1,HAM,44,3.0,SOFT
2024,1,HAM,44,4.0,SOFT
2024,1,HAM,44,5.0,SOFT
2024,1,HAM,44,6.0,SOFT
2024,1,HAM,44,7.0,SOFT
2024,1,HAM,44,8.0,SOFT
2024,1,HAM,44,9.0,SOFT
2024,1,HAM,44,10.0,SOFT
2024,1,HAM,44,11.0,SOFT
2024,1,HAM,44,12.0,SOFT
2024,1,HAM,44,13.0,HARD
2024,1,HAM,44,14.0,HARD
2024,1,HAM,44,15.0,HARD
2024,1,HAM,44,16.0,HARD
2024,1,HAM,44,17.0,HARD
2024,1,HAM,44,18.0,HARD
2024,1,HAM,44,19.0,HARD
2024,1,HAM,44,20.0,HARD
2024,1,HAM,44,21.0,HARD
2024,1,HAM,44,22.0,HARD
2024,1,HAM,44,23.0,HARD
2024,1,HAM,44,24.0,HARD
2024,1,HAM,44,25.0,HARD
2024,1,HAM,44,26.0,HARD
2024,1,HAM,44,27.0,HARD
2024,1,HAM,44,28.0,HARD
2024,1,HAM,44,29.0,HARD
2024,1,HAM,44,30.0,HARD
2024,1,HAM,44,31.0,HARD
2024,1,HAM,44,32.0,HARD
2024,1,HAM,44,33.0,HARD
2024,1,HAM,44,34.0,HARD
2024,1,HAM,44,35.0,HARD
2024,1,HAM,44,36.0,HARD
2024,1,HAM,44,37.0,HARD
2024,1,HAM,44,38.0,HARD
2024,1,HAM,44,39.0,HARD
2024,1,HAM,44,40.0,HARD
2024,1,HAM,44,41.0,HARD
2024,1,HAM,44,42.0,HARD
2024,1,HAM,44,43.0,HARD
2024,1,HAM,44,44.0,HARD
2024,1,HAM,44,45.0,HARD
2024,1,HAM,44,46.0,HARD
2024,1,HAM,44,47.0,HARD
2024,1,HAM,44,48.0,HARD
2024,1,HAM,44,49.0,HARD
2024,1,HAM,44,50.0,HARD
2024,1,HAM,44,51.0,HARD
2024,1,HAM,44,52.0,HARD
2024,1,HAM,44,53.0,HARD
2024,1,HAM,44,54.0,HARD
2024,1,HAM,44,55.0,HARD
2024,1,HAM,44,56.0,HARD
2024,1,HAM,44,57.0,HARD
2024,1,PIA,81,1.0,SOFT
2024,1,PIA,81,2.0,SOFT
2024,1,PIA,81,3.0,SOFT
2024,1,PIA,81,4.0,SOFT
2024,1,PIA,81,5.0,SOFT
2024,1,PIA,81,6.0,SOFT
2024,1,PIA,81,7.0,SOFT
2024,1,PIA,81,8.0,SOFT
2024,1,PIA,81,9.0,SOFT
2024,1,PIA,81,10.0,SOFT
2024,1,PIA,81,11.0,SOFT
2024,1,PIA,81,12.0,SOFT
2024,1,PIA,81,13.0,HARD
2024,1,PIA,81,14.0,HARD
2024,1,PIA,81,15.0,HARD
2024,1,PIA,81,16.0,HARD
2024,1,PIA,81,17.0,HARD
2024,1,PIA,81,18.0,HARD
2024,1,PIA,81,19.0,HARD
2024,1,PIA,81,20.0,HARD
2024,1,PIA,81,21.0,HARD
2024,1,PIA,81,22.0,HARD
2024,1,PIA,81,23.0,HARD
2024,1,PIA,81,24.0,HARD
2024,1,PIA,81,25.0,HARD
2024,1,PIA,81,26.0,HARD
2024,1,PIA,81,27.0,HARD
2024,1,PIA,81,28.0,HARD
2024,1,PIA,81,29.0,HARD
2024,1,PIA,81,30.0,HARD
2024,1,PIA,81,31.0,HARD
2024,1,PIA,81,32.0,HARD
2024,1,PIA,81,33.0,HARD
2024,1,PIA,81,34.0,HARD
2024,1,PIA,81,35.0,HARD
2024,1,PIA,81,36.0,HARD
2024,1,PIA,81,37.0,HARD
2024,1,PIA,81,38.0,HARD
2024,1,PIA,81,39.0,HARD
2024,1,PIA,81,40.0,HARD
2024,1,PIA,81,41.0,HARD
2024,1,PIA,81,42.0,HARD
2024,1,PIA,81,43.0,HARD
2024,1,PIA,81,44.0,HARD
2024,1,PIA,81,45.0,HARD
2024,1,PIA,81,46.0,HARD
2024,1,PIA,81,47.0,HARD
2024,1,PIA,81,48.0,HARD
2024,1,PIA,81,49.0,HARD
2024,1,PIA,81,50.0,HARD
2024,1,PIA,81,51.0,HARD
2024,1,PIA,81,52.0,HARD
2024,1,PIA,81,53.0,HARD
2024,1,PIA,81,54.0,HARD
2024,1,PIA,81,55.0,HARD
2024,1,PIA,81,56.0,HARD
2024,1,PIA,81,57.0,HARD
2024,1,ALO,14,1.0,SOFT
2024,1,ALO,14,2.0,SOFT
2024,1,ALO,14,3.0,SOFT
2024,1,ALO,14,4.0,SOFT
2024,1,ALO,14,5.0,SOFT
2024,1,ALO,14,6.0,SOFT
2024,1,ALO,14,7.0,SOFT
2024,1,ALO,14,8.0,SOFT
2024,1,ALO,14,9.0,SOFT
2024,1,ALO,14,10.0,SOFT
2024,1,ALO,14,11.0,SOFT
2024,1,ALO,14,12.0,SOFT
2024,1,ALO,14,13.0,SOFT
2024,1,ALO,14,14.0,SOFT
2024,1,ALO,14,15.0,SOFT
2024,1,ALO,14,16.0,HARD
2024,1,ALO,14,17.0,HARD
2024,1,ALO,14,18.0,HARD
2024,1,ALO,14,19.0,HARD
2024,1,ALO,14,20.0,HARD
2024,1,ALO,14,21.0,HARD
2024,1,ALO,14,22.0,HARD
2024,1,ALO,14,23.0,HARD
2024,1,ALO,14,24.0,HARD
2024,1,ALO,14,25.0,HARD
2024,1,ALO,14,26.0,HARD
2024,1,ALO,14,27.0,HARD
2024,1,ALO,14,28.0,HARD
2024,1,ALO,14,29.0,HARD
2024,1,ALO,14,30.0,HARD
2024,1,ALO,14,31.0,HARD
2024,1,ALO,14,32.0,HARD
2024,1,ALO,14,33.0,HARD
2024,1,ALO,14,34.0,HARD
2024,1,ALO,14,35.0,HARD
2024,1,ALO,14,36.0,HARD
2024,1,ALO,14,37.0,HARD
2024,1,ALO,14,38.0,HARD
2024,1,ALO,14,39.0,HARD
2024,1,ALO,14,40.0,HARD
2024,1,ALO,14,41.0,HARD
2024,1,ALO,14,42.0,HARD
2024,1,ALO,14,43.0,HARD
2024,1,ALO,14,44.0,HARD
2024,1,ALO,14,45.0,HARD
2024,1,ALO,14,46.0,HARD
2024,1,ALO,14,47.0,HARD
2024,1,ALO,14,48.0,HARD
2024,1,ALO,14,49.0,HARD
2024,1,ALO,14,50.0,HARD
2024,1,ALO,14,51.0,HARD
2024,1,ALO,14,52.0,HARD
2024,1,ALO,14,53.0,HARD
2024,1,ALO,14,54.0,HARD
2024,1,ALO,14,55.0,HARD
2024,1,ALO,14,56.0,HARD
2024,1,ALO,14,57.0,HARD
2024,1,STR,18,1.0,SOFT
2024,1,STR,18,2.0,SOFT
2024,1,STR,18,3.0,SOFT
2024,1,STR,18,4.0,SOFT
2024,1,STR,18,5.0,SOFT
2024,1,STR,18,6.0,SOFT
2024,1,STR,18,7.0,SOFT
2024,1,STR,18,8.0,SOFT
2024,1,STR,18,9.0,SOFT
2024,1,STR,18,10.0,HARD
2024,1,STR,18,11.0,HARD
2024,1,STR,18,12.0,HARD
2024,1,STR,18,13.0,HARD
2024,1,STR,18,14.0,HARD
2024,1,STR,18,15.0,HARD
2024,1,STR,18,16.0,HARD
2024,1,STR,18,17.0,HARD
2024,1,STR,18,18.0,HARD
2024,1,STR,18,19.0,HARD
2024,1,STR,18,20.0,HARD
2024,1,STR,18,21.0,HARD
2024,1,STR,18,22.0,HARD
2024,1,STR,18,23.0,HARD
2024,1,STR,18,24.0,HARD
2024,1,STR,18,25.0,HARD
2024,1,STR,18,26.0,HARD
2024,1,STR,18,27.0,HARD
2024,1,STR,18,28.0,HARD
2024,1,STR,18,29.0,HARD
2024,1,STR,18,30.0,HARD
2024,1,STR,18,31.0,HARD
2024,1,STR,18,32.0,HARD
2024,1,STR,18,33.0,HARD
2024,1,STR,18,34.0,HARD
2024,1,STR,18,35.0,HARD
2024,1,STR,18,36.0,HARD
2024,1,STR,18,37.0,HARD
2024,1,STR,18,38.0,HARD
2024,1,STR,18,39.0,HARD
2024,1,STR,18,40.0,HARD
2024,1,STR,18,41.0,HARD
2024,1,STR,18,42.0,HARD
2024,1,STR,18,43.0,HARD
2024,1,STR,18,44.0,HARD
2024,1,STR,18,45.0,HARD
2024,1,STR,18,46.0,HARD
2024,1,STR,18,47.0,HARD
2024,1,STR,18,48.0,HARD
2024,1,STR,18,49.0,HARD
2024,1,STR,18,50.0,HARD
2024,1,STR,18,51.0,HARD
2024,1,STR,18,52.0,HARD
2024,1,STR,18,53.0,HARD
2024,1,STR,18,54.0,HARD
2024,1,STR,18,55.0,HARD
2024,1,STR,18,56.0,HARD
2024,1,STR,18,57.0,HARD
2024,1,ZHO,24,1.0,SOFT
2024,1,ZHO,24,2.0,SOFT
2024,1,ZHO,24,3.0,SOFT
2024,1,ZHO,24,4.0,SOFT
2024,1,ZHO,24,5.0,SOFT
2024,1,ZHO,24,6.0,SOFT
2024,1,ZHO,24,7.0,SOFT
2024,1,ZHO,24,8.0,SOFT
2024,1,ZHO,24,9.0,SOFT
2024,1,ZHO,24,10.0,HARD
2024,1,ZHO,24,11.0,HARD
2024,1,ZHO,24,12.0,HARD
2024,1,ZHO,24,13.0,HARD
2024,1,ZHO,24,14.0,HARD
2024,1,ZHO,24,15.0,HARD
2024,1,ZHO,24,16.0,HARD
2024,1,ZHO,24,17.0,HARD
2024,1,ZHO,24,18.0,HARD
2024,1,ZHO,24,19.0,HARD
2024,1,ZHO,24,20.0,HARD
2024,1,ZHO,24,21.0,HARD
2024,1,ZHO,24,22.0,HARD
2024,1,ZHO,24,23.0,HARD
2024,1,ZHO,24,24.0,HARD
2024,1,ZHO,24,25.0,HARD
2024,1,ZHO,24,26.0,HARD
2024,1,ZHO,24,27.0,HARD
2024,1,ZHO,24,28.0,HARD
2024,1,ZHO,24,29.0,HARD
2024,1,ZHO,24,30.0,HARD
2024,1,ZHO,24,31.0,HARD
2024,1,ZHO,24,32.0,HARD
2024,1,ZHO,24,33.0,HARD
2024,1,ZHO,24,34.0,HARD
2024,1,ZHO,24,35.0,HARD
2024,1,ZHO,24,36.0,HARD
2024,1,ZHO,24,37.0,HARD
2024,1,ZHO,24,38.0,HARD
2024,1,ZHO,24,39.0,HARD
2024,1,ZHO,24,40.0,HARD
2024,1,ZHO,24,41.0,HARD
2024,1,ZHO,24,42.0,HARD
2024,1,ZHO,24,43.0,HARD
2024,1,ZHO,24,44.0,HARD
2024,1,ZHO,24,45.0,HARD
2024,1,ZHO,24,46.0,HARD
2024,1,ZHO,24,47.0,HARD
2024,1,ZHO,24,48.0,HARD
2024,1,ZHO,24,49.0,HARD
2024,1,ZHO,24,50.0,HARD
2024,1,ZHO,24,51.0,HARD
2024,1,ZHO,24,52.0,HARD
2024,1,ZHO,24,53.0,HARD
2024,1,ZHO,24,54.0,HARD
2024,1,ZHO,24,55.0,HARD
2024,1,ZHO,24,56.0,HARD
2024,1,MAG,20,1.0,SOFT
2024,1,MAG,20,2.0,SOFT
2024,1,MAG,20,3.0,SOFT
2024,1,MAG,20,4.0,SOFT
2024,1,MAG,20,5.0,SOFT
2024,1,MAG,20,6.0,SOFT
2024,1,MAG,20,7.0,SOFT
2024,1,MAG,20,8.0,SOFT
2024,1,MAG,20,9.0,SOFT
2024,1,MAG,20,10.0,SOFT
2024,1,MAG,20,11.0,SOFT
2024,1,MAG,20,12.0,HARD
2024,1,MAG,20,13.0,HARD
2024,1,MAG,20,14.0,HARD
2024,1,MAG,20,15.0,HARD
2024,1,MAG,20,16.0,HARD
2024,1,MAG,20,17.0,HARD
2024,1,MAG,20,18.0,HARD
2024,1,MAG,20,19.0,HARD
2024,1,MAG,20,20.0,HARD
2024,1,MAG,20,21.0,HARD
2024,1,MAG,20,22.0,HARD
2024,1,MAG,20,23.0,HARD
2024,1,MAG,20,24.0,HARD
2024,1,MAG,20,25.0,HARD
2024,1,MAG,20,26.0,HARD
2024,1,MAG,20,27.0,HARD
2024,1,MAG,20,28.0,HARD
2024,1,MAG,20,29.0,HARD
2024,1,MAG,20,30.0,HARD
2024,1,MAG,20,31.0,HARD
2024,1,MAG,20,32.0,HARD
2024,1,MAG,20,33.0,HARD
2024,1,MAG,20,34.0,HARD
2024,1,MAG,20,35.0,HARD
2024,1,MAG,20,36.0,HARD
2024,1,MAG,20,37.0,HARD
2024,1,MAG,20,38.0,HARD
2024,1,MAG,20,39.0,HARD
2024,1,MAG,20,40.0,HARD
2024,1,MAG,20,41.0,HARD
2024,1,MAG,20,42.0,HARD
2024,1,MAG,20,43.0,HARD
2024,1,MAG,20,44.0,HARD
2024,1,MAG,20,45.0,HARD
2024,1,MAG,20,46.0,HARD
2024,1,MAG,20,47.0,HARD
2024,1,MAG,20,48.0,HARD
2024,1,MAG,20,49.0,HARD
2024,1,MAG,20,50.0,HARD
2024,1,MAG,20,51.0,HARD
2024,1,MAG,20,52.0,HARD
2024,1,MAG,20,53.0,HARD
2024,1,MAG,20,54.0,HARD
2024,1,MAG,20,55.0,HARD
2024,1,MAG,20,56.0,HARD
2024,1,RIC,3,1.0,SOFT
2024,1,RIC,3,2.0,SOFT
2024,1,RIC,3,3.0,SOFT
2024,1,RIC,3,4.0,SOFT
2024,1,RIC,3,5.0,SOFT
2024,1,RIC,3,6.0,SOFT
2024,1,RIC,3,7.0,SOFT
2024,1,RIC,3,8.0,SOFT
2024,1,RIC,3,9.0,SOFT
2024,1,RIC,3,10.0,SOFT
2024,1,RIC,3,11.0,SOFT
2024,1,RIC,3,12.0,SOFT
2024,1,RIC,3,13.0,SOFT
2024,1,RIC,3,14.0,HARD
2024,1,RIC,3,15.0,HARD
2024,1,RIC,3,16.0,HARD
2024,1,RIC,3,17.0,HARD
2024,1,RIC,3,18.0,HARD
2024,1,RIC,3,19.0,HARD
2024,1,RIC,3,20.0,HARD
2024,1,RIC,3,21.0,HARD
2024,1,RIC,3,22.0,HARD
2024,1,RIC,3,23.0,HARD
2024,1,RIC,3,24.0,HARD
2024,1,RIC,3,25.0,HARD
2024,1,RIC,3,26.0,HARD
2024,1,RIC,3,27.0,HARD
2024,1,RIC,3,28.0,HARD
2024,1,RIC,3,29.0,HARD
2024,1,RIC,3,30.0,HARD
2024,1,RIC,3,31.0,HARD
2024,1,RIC,3,32.0,HARD
2024,1,RIC,3,33.0,HARD
2024,1,RIC,3,34.0,HARD
2024,1,RIC,3,35.0,HARD
2024,1,RIC,3,36.0,SOFT
2024,1,RIC,3,37.0,SOFT
2024,1,RIC,3,38.0,SOFT
2024,1,RIC,3,39.0,SOFT
2024,1,RIC,3,40.0,SOFT
2024,1,RIC,3,41.0,SOFT
2024,1,RIC,3,42.0,SOFT
2024,1,RIC,3,43.0,SOFT
2024,1,RIC,3,44.0,SOFT
2024,1,RIC,3,45.0,SOFT
2024,1,RIC,3,46.0,SOFT
2024,1,RIC,3,47.0,SOFT
2024,1,RIC,3,48.0,SOFT
